,idframe,RMSD,state
618,618,27.055073431767433,active
619,619,27.137332363142182,active
620,620,5.309949508943735,inactive
621,621,4.333411171305672,inactive
622,622,29.87335298318347,active
623,623,27.981068223484836,active
624,624,27.54606762658597,active
625,625,27.587597264687478,active
626,626,26.444316388960583,active
627,627,26.74429634764095,active
628,628,28.332612079775405,active
629,629,6.167862708351697,inactive
630,630,6.021156544898675,inactive
631,631,5.950426779562977,inactive
632,632,27.138682815823753,active
633,633,27.589003751882114,active
634,634,5.871230982971016,inactive
635,635,5.5775864801036965,inactive
636,636,9.24438792799942,transition
637,637,4.567759228380454,inactive
638,638,5.28481676240538,inactive
639,639,5.563295234146098,inactive
640,640,5.101113427973848,inactive
641,641,5.058582612935375,inactive
642,642,4.816658318035681,inactive
643,643,10.694968707716866,transition
644,644,5.112589845306391,inactive
645,645,4.554381356668284,inactive
646,646,4.624755465851786,inactive
647,647,8.155759468878339,inactive
648,648,7.866019445683557,inactive
649,649,8.41210509776938,inactive
650,650,4.562869633266406,inactive
651,651,5.198701978324426,inactive
652,652,9.466399909643531,transition
653,653,9.179364170009057,transition
654,654,9.230115414272317,transition
655,655,8.906673820216287,transition
656,656,8.353653494272123,inactive
657,657,7.82194267313125,inactive
658,658,8.275200615658393,inactive
659,659,8.140911117118796,inactive
660,660,8.049455426098538,inactive
661,661,8.292671469671422,inactive
662,662,8.395458208223918,inactive
663,663,9.85278184560178,transition
664,664,17.80182445950228,active
665,665,9.909396721862612,transition
666,666,9.743271990834595,transition
667,667,9.230206455752535,transition
668,668,17.392505622215452,active
669,669,17.64844891255878,active
670,670,16.107451522240233,active
671,671,9.059805208972792,transition
672,672,17.17401212275928,active
673,673,15.718395354320364,active
674,674,17.799815578932865,active
675,675,8.399480781695223,inactive
676,676,19.259975520711944,active
677,677,8.556782773247575,transition
678,678,6.4681877128818535,inactive
679,679,6.609009440038806,inactive
680,680,7.252384614980893,inactive
681,681,6.409866621853546,inactive
682,682,5.998136088085158,inactive
683,683,6.650307521813016,inactive
684,684,5.957611435188509,inactive
685,685,4.0948779057505735,inactive
686,686,6.313938166493455,inactive
687,687,5.406008715010719,inactive
688,688,6.413695382677994,inactive
689,689,6.793740927273975,inactive
690,690,6.919756353950984,inactive
691,691,6.962726817686354,inactive
692,692,7.818740492411426,inactive
693,693,7.568684965070255,inactive
694,694,6.712903501071207,inactive
695,695,6.763795441638734,inactive
696,696,7.469796650633124,inactive
697,697,7.863411119620492,inactive
698,698,7.321006718768791,inactive
699,699,7.129250535031092,inactive
700,700,6.487142836532922,inactive
701,701,6.824662632603462,inactive
702,702,3.8084000942481318,inactive
703,703,7.10676352775534,inactive
704,704,6.422787163201154,inactive
705,705,6.415454454933876,inactive
706,706,5.757904360519863,inactive
707,707,6.2749317498696415,inactive
708,708,5.671486071147363,inactive
709,709,6.215379097982802,inactive
710,710,6.114387064699933,inactive
711,711,6.204782061904567,inactive
712,712,5.8686892277351435,inactive
713,713,6.506513162739295,inactive
714,714,5.8660359019118165,inactive
715,715,5.504038550976735,inactive
716,716,5.76341057491608,inactive
717,717,5.167156951845752,inactive
718,718,5.386480159324852,inactive
719,719,4.910166932619984,inactive
720,720,5.26346225300742,inactive
721,721,5.223634531938524,inactive
722,722,5.411446607828325,inactive
723,723,5.907442228550349,inactive
724,724,5.623124128255357,inactive
725,725,5.59863366920881,inactive
726,726,5.460790521507782,inactive
727,727,5.964964847633706,inactive
728,728,5.603074138348272,inactive
729,729,6.042275150960538,inactive
730,730,5.954306971674046,inactive
731,731,5.840777961471433,inactive
732,732,5.102663231136823,inactive
733,733,4.604783914186714,inactive
734,734,5.658123542869148,inactive
735,735,5.996722023338656,inactive
736,736,5.766990375346571,inactive
737,737,6.317302877020896,inactive
738,738,5.727200570387461,inactive
739,739,4.1049373768229405,inactive
740,740,5.491058004979314,inactive
741,741,5.534079134665881,inactive
742,742,5.460391031441757,inactive
743,743,5.254237619797975,inactive
744,744,5.8593171976656695,inactive
745,745,5.7404604820760365,inactive
746,746,5.0796900735522845,inactive
747,747,5.822636926461391,inactive
748,748,4.375038174278199,inactive
749,749,6.0625575139050865,inactive
750,750,5.928491377223416,inactive
751,751,3.666166721580134,inactive
752,752,7.152359642543781,inactive
753,753,4.007142041770087,inactive
754,754,4.208483603377306,inactive
755,755,4.323855373471582,inactive
756,756,4.924036417591958,inactive
757,757,34.78410597956921,active
758,758,21.008893558688165,active
759,759,21.91891341118912,active
760,760,31.520841777130535,active
761,761,29.035388274521537,active
762,762,29.072672524777524,active
763,763,29.702053007211397,active
764,764,27.94659314151452,active
765,765,28.79573525636196,active
766,766,30.04878025362318,active
767,767,33.057992547556864,active
768,768,30.31600023358577,active
769,769,29.868686232280872,active
770,770,31.74284863445726,active
771,771,30.15315158388914,active
772,772,32.23668015084704,active
773,773,31.64594449009879,active
774,774,31.396712575591078,active
775,775,29.694767775255027,active
776,776,31.09639948903798,active
777,777,31.35889750840702,active
778,778,34.1817518435863,active
779,779,33.33320342486787,active
780,780,34.27025771476563,active
781,781,32.41414938591047,active
782,782,29.15278904619265,active
783,783,18.321527589707177,active
784,784,15.786040454430239,active
785,785,16.135339978970045,active
786,786,15.672612620918525,active
787,787,13.650501406300416,transition
788,788,13.560420833684901,transition
789,789,15.484396396347146,active
790,790,15.00683069180519,active
791,791,25.097860257208342,active
792,792,14.829769936095332,active
793,793,17.308202288105353,active
794,794,17.655444453916708,active
795,795,17.206705919695864,active
796,796,16.373855730002873,active
797,797,18.17404360197459,active
798,798,18.20471898800609,active
799,799,17.447122835519828,active
800,800,17.95947597216038,active
801,801,17.98993852965568,active
802,802,18.058825060783583,active
803,803,17.517706327782705,active
804,804,16.68278485610044,active
805,805,16.089665245252036,active
806,806,15.183125176508618,active
807,807,15.031637329565198,active
808,808,15.957532284546955,active
809,809,16.311899793694632,active
810,810,16.30863592150711,active
811,811,16.023643746018305,active
812,812,16.605941333355776,active
813,813,17.606033263830856,active
814,814,17.170225201768034,active
815,815,16.61943316756097,active
816,816,15.755907222736777,active
817,817,17.563715823892455,active
818,818,18.862434554828933,active
819,819,17.742963210993537,active
820,820,16.809420425715224,active
821,821,17.265754997181535,active
822,822,17.760708107357893,active
823,823,18.01703604445551,active
824,824,18.331266201077188,active
825,825,16.400234822510384,active
826,826,15.279023771298904,active
827,827,18.238047347655385,active
828,828,16.2355203800086,active
829,829,15.391920914058147,active
830,830,15.491041557609783,active
831,831,15.372282918056257,active
832,832,15.808911285761349,active
833,833,16.092326552752912,active
834,834,15.09172106651723,active
835,835,16.643168836719514,active
836,836,17.08397504854231,active
837,837,17.563834592898516,active
838,838,15.806984481515544,active
839,839,17.100028515109557,active
840,840,18.838347772805133,active
841,841,18.78233197728148,active
842,842,17.57814539963471,active
843,843,14.041255619324543,active
844,844,14.93626327727566,active
845,845,13.962561502126965,transition
846,846,14.92422895543237,active
847,847,15.886324780051133,active
848,848,15.903853629195998,active
849,849,15.201265004881446,active
850,850,14.161475219451656,active
851,851,13.794755442758808,transition
852,852,12.921199161378702,transition
853,853,14.363634069781236,active
854,854,14.122387608748673,active
855,855,12.879722754732379,transition
856,856,13.87249015836574,transition
857,857,14.657255889292033,active
858,858,15.280457780944822,active
859,859,16.038667048124587,active
860,860,15.367940630481913,active
861,861,16.730740161194507,active
862,862,15.228561020781756,active
863,863,15.508865395117223,active
864,864,14.448699860381813,active
865,865,13.5663558858674,transition
866,866,14.024199540094466,active
867,867,15.806292465708557,active
868,868,14.551594544770397,active
869,869,15.320411581923327,active
870,870,15.324405870127928,active
871,871,14.975660527903859,active
872,872,16.94008895004786,active
873,873,16.775733263004792,active
874,874,17.327501350198915,active
875,875,17.415748167446086,active
876,876,18.34268429778869,active
877,877,17.13263193497054,active
878,878,17.75261689104279,active
879,879,16.94928965473497,active
880,880,15.754042382605345,active
881,881,17.40420967564248,active
882,882,17.965241842212816,active
883,883,19.36990393822063,active
884,884,19.71143400515779,active
885,885,17.843389987044603,active
886,886,17.276950467395093,active
887,887,15.602910365968203,active
888,888,17.26290158477741,active
889,889,17.753160047780312,active
890,890,18.811380470625064,active
891,891,18.961426834402936,active
892,892,19.756191792564675,active
893,893,19.162197771236023,active
894,894,18.02547734376227,active
895,895,17.905380347788192,active
896,896,17.35828544907583,active
897,897,15.174045537037198,active
898,898,27.256877987747526,active
899,899,27.327478987039665,active
900,900,27.676034534648082,active
901,901,27.595331087624462,active
902,902,30.234272942341885,active
903,903,29.28202380942912,active
904,904,29.323475940062753,active
905,905,27.22762569336788,active
906,906,26.952746761604015,active
907,907,27.386639861190368,active
908,908,26.264020900346626,active
909,909,27.162992536107776,active
910,910,25.405859654933856,active
911,911,27.110858724434937,active
912,912,25.621700545570892,active
913,913,27.143140888268338,active
914,914,27.813751388663082,active
915,915,27.81386116769395,active
916,916,16.264202604582454,active
917,917,17.572159259354187,active
918,918,14.790461898969811,active
919,919,16.37109307441613,active
920,920,16.22229344020522,active
921,921,15.458707707147127,active
922,922,15.007485775715436,active
923,923,25.34464104295491,active
