1.385987854003906250e+01,1.693605232238769531e+01
1.386246395111083984e+01,1.693185997009277344e+01
1.386313724517822266e+01,1.693231201171875000e+01
1.386221599578857422e+01,1.693249130249023438e+01
1.383073425292968750e+01,1.696844673156738281e+01
1.384687042236328125e+01,1.694907379150390625e+01
1.384182357788085938e+01,1.695679664611816406e+01
1.389151763916015625e+01,1.689731216430664062e+01
1.386110496520996094e+01,1.693032073974609375e+01
1.399240589141845703e+01,1.676841354370117188e+01
1.390242385864257812e+01,1.688139343261718750e+01
1.405037117004394531e+01,1.670153808593750000e+01
1.411728858947753906e+01,1.661795616149902344e+01
1.407500553131103516e+01,1.667182159423828125e+01
1.389615631103515625e+01,1.689304924011230469e+01
1.406702518463134766e+01,1.668076133728027344e+01
1.412837791442871094e+01,1.661842727661132812e+01
1.392169189453125000e+01,1.686222076416015625e+01
1.419130516052246094e+01,1.654472351074218750e+01
1.419025802612304688e+01,1.657438278198242188e+01
1.417992305755615234e+01,1.653261947631835938e+01
1.418192100524902344e+01,1.655070686340332031e+01
1.413522720336914062e+01,1.660469245910644531e+01
1.421468830108642578e+01,1.651357841491699219e+01
1.413020420074462891e+01,1.661084938049316406e+01
1.412755107879638672e+01,1.662358093261718750e+01
1.414291191101074219e+01,1.659696388244628906e+01
1.409924983978271484e+01,1.664719390869140625e+01
1.413687705993652344e+01,1.660342979431152344e+01
1.411800765991210938e+01,1.662061500549316406e+01
1.403940868377685547e+01,1.671494674682617188e+01
1.417700862884521484e+01,1.655623435974121094e+01
1.410562324523925781e+01,1.663833236694335938e+01
1.414002513885498047e+01,1.660503768920898438e+01
1.416079998016357422e+01,1.657708740234375000e+01
1.418716526031494141e+01,1.653091812133789062e+01
1.427725601196289062e+01,1.643341064453125000e+01
1.436716938018798828e+01,1.628694915771484375e+01
1.463920116424560547e+01,1.596912765502929688e+01
1.431674194335937500e+01,1.636869621276855469e+01
1.499167346954345703e+01,1.531103610992431641e+01
1.455645847320556641e+01,1.591288375854492188e+01
1.467305946350097656e+01,1.588063144683837891e+01
1.462496089935302734e+01,1.592029094696044922e+01
1.465201091766357422e+01,1.594571495056152344e+01
1.470625591278076172e+01,1.574619197845458984e+01
1.462545299530029297e+01,1.589148998260498047e+01
1.481303501129150391e+01,1.571556186676025391e+01
1.491801548004150391e+01,1.562664318084716797e+01
1.493799781799316406e+01,1.561260128021240234e+01
1.489490699768066406e+01,1.565128040313720703e+01
1.491471767425537109e+01,1.562378406524658203e+01
1.494507789611816406e+01,1.558577632904052734e+01
1.495534038543701172e+01,1.553288364410400391e+01
1.494973659515380859e+01,1.549126625061035156e+01
1.495863246917724609e+01,1.547545146942138672e+01
1.504703330993652344e+01,1.536637401580810547e+01
1.503125572204589844e+01,1.530064487457275391e+01
1.503624534606933594e+01,1.523326873779296875e+01
1.499381828308105469e+01,1.542243576049804688e+01
1.498825359344482422e+01,1.550277900695800781e+01
1.506180191040039062e+01,1.513303756713867188e+01
1.501570034027099609e+01,1.535039806365966797e+01
1.504986953735351562e+01,1.524755954742431641e+01
1.502093601226806641e+01,1.546189022064208984e+01
1.514420700073242188e+01,1.529104900360107422e+01
1.526146411895751953e+01,1.513291168212890625e+01
1.518529796600341797e+01,1.513283443450927734e+01
1.500037097930908203e+01,1.548773956298828125e+01
1.527827739715576172e+01,1.524313163757324219e+01
1.536115550994873047e+01,1.513755035400390625e+01
1.517956447601318359e+01,1.521986389160156250e+01
1.522393035888671875e+01,1.520463275909423828e+01
1.533419990539550781e+01,1.509478950500488281e+01
1.518584632873535156e+01,1.513187122344970703e+01
1.520407485961914062e+01,1.512673950195312500e+01
1.522752285003662109e+01,1.500426578521728516e+01
1.516965961456298828e+01,1.518793201446533203e+01
1.520323657989501953e+01,1.510319423675537109e+01
1.529846382141113281e+01,1.491283702850341797e+01
1.533230495452880859e+01,1.506877231597900391e+01
1.527724361419677734e+01,1.506937503814697266e+01
1.518536376953125000e+01,1.504583549499511719e+01
1.507111167907714844e+01,1.509150028228759766e+01
1.518497657775878906e+01,1.512976455688476562e+01
1.527902317047119141e+01,1.514899826049804688e+01
1.507225513458251953e+01,1.498517990112304688e+01
1.524292278289794922e+01,1.477892684936523438e+01
1.509562778472900391e+01,1.492463779449462891e+01
1.505036830902099609e+01,1.494577503204345703e+01
1.507698154449462891e+01,1.497004413604736328e+01
1.501181602478027344e+01,1.497586536407470703e+01
1.498171424865722656e+01,1.504719257354736328e+01
1.502409362792968750e+01,1.497490215301513672e+01
1.495989513397216797e+01,1.498896217346191406e+01
1.526971530914306641e+01,1.471269226074218750e+01
1.480908489227294922e+01,1.517608547210693359e+01
1.490562057495117188e+01,1.511230278015136719e+01
1.480805301666259766e+01,1.523176574707031250e+01
1.488349723815917969e+01,1.514820194244384766e+01
1.501188087463378906e+01,1.495755958557128906e+01
1.494632720947265625e+01,1.497690391540527344e+01
1.492228317260742188e+01,1.506670761108398438e+01
1.498956394195556641e+01,1.505265808105468750e+01
